task,family,k,seed,mode,acc,eps,support_size,support,lam,delta_norm
landmark-country,knowledge,4,1,cass_recon,0.42,0.6241,4,park-country|person-sport|person-instrument|product-company,0.1356,4.36
landmark-country,knowledge,4,1,zvec,0.08,0.6241,4,park-country|person-sport|person-instrument|product-company,0.1356,4.36
landmark-country,knowledge,4,2,cass,0.5,0.5565,5,park-country|person-occupation|person-sport|product-company|next-item,0.1697,6.42
landmark-country,knowledge,4,2,cass_recon,0.46,0.5565,5,park-country|person-occupation|person-sport|product-company|next-item,0.1697,6.42
landmark-country,knowledge,4,2,zvec,0.08,0.5565,5,park-country|person-occupation|person-sport|product-company|next-item,0.1697,6.42
landmark-country,knowledge,4,3,cass,0.54,0.5604,5,park-country|person-occupation|person-sport|product-company|next-item,0.1702,6.41
landmark-country,knowledge,4,4,cass,0.42,0.5921,5,park-country|person-occupation|person-sport|person-instrument|product-company,0.1237,4.86
park-country,knowledge,0,0,oracle,0.58,0,1,park-country,0,5.898588526051772
park-country,knowledge,0,0,naive,0.0,1,31,all,0,0
park-country,knowledge,4,0,cass,0.46,0.5373,4,country-currency|landmark-country|person-sport|product-company,0.0958,4.2
park-country,knowledge,4,0,cass_recon,0.52,0.5373,4,country-currency|landmark-country|person-sport|product-company,0.0958,4.2
park-country,knowledge,4,0,zvec,0.02,0.5373,4,country-currency|landmark-country|person-sport|product-company,0.0958,4.2
park-country,knowledge,4,1,cass,0.44,0.5262,4,country-currency|landmark-country|person-sport|product-company,0.1564,5.49
park-country,knowledge,4,1,cass_recon,0.42,0.5262,4,country-currency|landmark-country|person-sport|product-company,0.1564,5.49
park-country,knowledge,4,1,zvec,0.02,0.5262,4,country-currency|landmark-country|person-sport|product-company,0.1564,5.49
park-country,knowledge,4,2,cass,0.18,0.5097,4,country-capital|country-currency|landmark-country|product-company,0.1259,5.41
park-country,knowledge,4,2,cass_recon,0.36,0.5097,4,country-capital|country-currency|landmark-country|product-company,0.1259,5.41
park-country,knowledge,4,2,zvec,0.02,0.5097,4,country-capital|country-currency|landmark-country|product-company,0.1259,5.41
park-country,knowledge,4,3,cass,0.26,0.5337,4,country-currency|landmark-country|product-company|capitalize-last-letter,0.0863,3.76
park-country,knowledge,4,4,cass,0.3,0.5052,4,country-capital|country-currency|landmark-country|product-company,0.1428,6.19
person-occupation,knowledge,0,0,oracle,0.0,0,1,person-occupation,0,3.340051967045005
person-occupation,knowledge,0,0,naive,0.0,1,31,all,0,0
person-occupation,knowledge,4,0,cass,0.0,0.607,5,landmark-country|person-sport|person-instrument|product-company|synonym,0.0531,2.49
person-occupation,knowledge,4,0,cass_recon,0.0,0.607,5,landmark-country|person-sport|person-instrument|product-company|synonym,0.0531,2.49
person-occupation,knowledge,4,0,zvec,0.0,0.607,5,landmark-country|person-sport|person-instrument|product-company|synonym,0.0531,2.49
person-occupation,knowledge,4,1,cass,0.1,0.6973,5,landmark-country|person-sport|person-instrument|product-company|synonym,0.0293,1.28
person-occupation,knowledge,4,1,cass_recon,0.02,0.6973,5,landmark-country|person-sport|person-instrument|product-company|synonym,0.0293,1.28
person-occupation,knowledge,4,1,zvec,0.0,0.6973,5,landmark-country|person-sport|person-instrument|product-company|synonym,0.0293,1.28
person-occupation,knowledge,4,2,cass,0.04,0.5856,5,landmark-country|person-sport|person-instrument|product-company|synonym,0.1033,4.85
person-occupation,knowledge,4,2,cass_recon,0.0,0.5856,5,landmark-country|person-sport|person-instrument|product-company|synonym,0.1033,4.85
person-occupation,knowledge,4,2,zvec,0.0,0.5856,5,landmark-country|person-sport|person-instrument|product-company|synonym,0.1033,4.85
person-occupation,knowledge,4,3,cass,0.04,0.6615,5,landmark-country|person-sport|person-instrument|product-company|synonym,0.0381,1.59
person-occupation,knowledge,4,4,cass,0.0,0.7398,4,person-sport|person-instrument|product-company|synonym,0.0468,1.7
person-sport,knowledge,0,0,oracle,0.06,0,1,person-sport,0,4.846070539072565
person-sport,knowledge,0,0,naive,0.0,1,31,all,0,0
person-sport,knowledge,4,0,cass,0.02,0.6658,5,landmark-country|person-occupation|person-instrument|product-company|lowercase-first-letter,0.0904,3.22
person-sport,knowledge,4,0,cass_recon,0.02,0.6658,5,landmark-country|person-occupation|person-instrument|product-company|lowercase-first-letter,0.0904,3.22
person-sport,knowledge,4,0,zvec,0.0,0.6658,5,landmark-country|person-occupation|person-instrument|product-company|lowercase-first-letter,0.0904,3.22
person-sport,knowledge,4,1,cass,0.02,0.6562,4,landmark-country|person-occupation|person-instrument|product-company,0.1055,3.65
person-sport,knowledge,4,1,cass_recon,0.02,0.6562,4,landmark-country|person-occupation|person-instrument|product-company,0.1055,3.65
person-sport,knowledge,4,1,zvec,0.0,0.6562,4,landmark-country|person-occupation|person-instrument|product-company,0.1055,3.65
person-sport,knowledge,4,2,cass,0.02,0.7392,4,landmark-country|person-occupation|person-instrument|product-company,0.0413,1.37
person-sport,knowledge,4,2,cass_recon,0.02,0.7392,4,landmark-country|person-occupation|person-instrument|product-company,0.0413,1.37
person-sport,knowledge,4,2,zvec,0.0,0.7392,4,landmark-country|person-occupation|person-instrument|product-company,0.0413,1.37
person-sport,knowledge,4,3,cass,0.02,0.6819,5,landmark-country|person-occupation|person-instrument|product-company|lowercase-first-letter,0.0828,3.05
person-sport,knowledge,4,4,cass,0.02,0.6651,5,landmark-country|person-occupation|person-instrument|product-company|lowercase-first-letter,0.0777,2.76
person-instrument,knowledge,0,0,oracle,0.08,0,1,person-instrument,0,2.4218411155147983
person-instrument,knowledge,0,0,naive,0.0,1,31,all,0,0
person-instrument,knowledge,4,0,cass,0.16,0.8742,4,person-occupation|person-sport|capitalize-last-letter|next-item,0.0244,0.66
person-instrument,knowledge,4,0,cass_recon,0.16,0.8742,4,person-occupation|person-sport|capitalize-last-letter|next-item,0.0244,0.66
person-instrument,knowledge,4,0,zvec,0.0,0.8742,4,person-occupation|person-sport|capitalize-last-letter|next-item,0.0244,0.66
person-instrument,knowledge,4,1,cass,0.04,0.7674,3,person-occupation|person-sport|product-company,0.0235,0.79
person-instrument,knowledge,4,1,cass_recon,0.06,0.7674,3,person-occupation|person-sport|product-company,0.0235,0.79
person-instrument,knowledge,4,1,zvec,0.0,0.7674,3,person-occupation|person-sport|product-company,0.0235,0.79
person-instrument,knowledge,4,2,cass,0.12,0.8537,5,person-occupation|person-sport|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.0384,1.04
person-instrument,knowledge,4,2,cass_recon,0.08,0.8537,5,person-occupation|person-sport|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.0384,1.04
person-instrument,knowledge,4,2,zvec,0.0,0.8537,5,person-occupation|person-sport|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.0384,1.04
person-instrument,knowledge,4,3,cass,0.12,0.8914,5,person-occupation|person-sport|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.0303,0.65
person-instrument,knowledge,4,4,cass,0.1,0.7311,4,person-occupation|person-sport|product-company|lowercase-first-letter,0.027,0.77
product-company,knowledge,0,0,oracle,0.2,0,1,product-company,0,4.508439446518559
product-company,knowledge,0,0,naive,0.0,1,31,all,0,0
product-company,knowledge,4,0,cass,0.34,0.7847,5,landmark-country|person-occupation|person-sport|person-instrument|synonym,0.208,4.25
product-company,knowledge,4,0,cass_recon,0.28,0.7847,5,landmark-country|person-occupation|person-sport|person-instrument|synonym,0.208,4.25
product-company,knowledge,4,0,zvec,0.0,0.7847,5,landmark-country|person-occupation|person-sport|person-instrument|synonym,0.208,4.25
product-company,knowledge,4,1,cass,0.34,0.7811,5,landmark-country|person-occupation|person-sport|person-instrument|capitalize-first-letter,0.2627,5.19
product-company,knowledge,4,1,cass_recon,0.3,0.7811,5,landmark-country|person-occupation|person-sport|person-instrument|capitalize-first-letter,0.2627,5.19
product-company,knowledge,4,1,zvec,0.0,0.7811,5,landmark-country|person-occupation|person-sport|person-instrument|capitalize-first-letter,0.2627,5.19
product-company,knowledge,4,2,cass,0.28,0.7815,4,landmark-country|person-occupation|person-sport|person-instrument,0.2001,4.01
product-company,knowledge,4,2,cass_recon,0.3,0.7815,4,landmark-country|person-occupation|person-sport|person-instrument,0.2001,4.01
product-company,knowledge,4,2,zvec,0.0,0.7815,4,landmark-country|person-occupation|person-sport|person-instrument,0.2001,4.01
product-company,knowledge,4,3,cass,0.3,0.8281,3,landmark-country|person-occupation|person-sport,0.3026,5.42
product-company,knowledge,4,4,cass,0.26,0.7706,4,landmark-country|person-occupation|person-sport|person-instrument,0.2272,4.66
antonym,linguistic,0,0,oracle,0.58,0,1,antonym,0,4.9340990935421525
antonym,linguistic,0,0,naive,0.02,1,31,all,0,0
antonym,linguistic,4,0,cass,0.56,0.7586,3,synonym|next-item|prev-item,0.1386,4.77
antonym,linguistic,4,0,cass_recon,0.48,0.7586,3,synonym|next-item|prev-item,0.1386,4.77
antonym,linguistic,4,0,zvec,0.32,0.7586,3,synonym|next-item|prev-item,0.1386,4.77
antonym,linguistic,4,1,cass,0.52,0.791,5,synonym|next-item|prev-item|alphabetically-last|choose-first-of-list,0.0858,3.65
antonym,linguistic,4,1,cass_recon,0.48,0.791,5,synonym|next-item|prev-item|alphabetically-last|choose-first-of-list,0.0858,3.65
antonym,linguistic,4,1,zvec,0.26,0.791,5,synonym|next-item|prev-item|alphabetically-last|choose-first-of-list,0.0858,3.65
antonym,linguistic,4,2,cass,0.5,0.766,5,synonym|english-german|english-spanish|next-item|prev-item,0.1179,5.06
antonym,linguistic,4,2,cass_recon,0.5,0.766,5,synonym|english-german|english-spanish|next-item|prev-item,0.1179,5.06
antonym,linguistic,4,2,zvec,0.3,0.766,5,synonym|english-german|english-spanish|next-item|prev-item,0.1179,5.06
antonym,linguistic,4,3,cass,0.5,0.7694,4,synonym|english-german|next-item|prev-item,0.1435,5.08
antonym,linguistic,4,4,cass,0.5,0.8418,4,synonym|next-item|prev-item|alphabetically-last,0.171,4.54
synonym,linguistic,0,0,oracle,0.16,0,1,synonym,0,5.081175217695429
synonym,linguistic,0,0,naive,0.0,1,31,all,0,0
synonym,linguistic,4,0,cass,0.08,0.833,5,capitalize-first-letter|english-french|english-german|english-spanish|choose-middle-of-list,0.1789,4.28
synonym,linguistic,4,0,cass_recon,0.08,0.833,5,capitalize-first-letter|english-french|english-german|english-spanish|choose-middle-of-list,0.1789,4.28
synonym,linguistic,4,0,zvec,0.02,0.833,5,capitalize-first-letter|english-french|english-german|english-spanish|choose-middle-of-list,0.1789,4.28
synonym,linguistic,4,1,cass,0.1,0.8808,2,english-french|english-german,0.3546,4.98
synonym,linguistic,4,1,cass_recon,0.0,0.8808,2,english-french|english-german,0.3546,4.98
synonym,linguistic,4,1,zvec,0.02,0.8808,2,english-french|english-german,0.3546,4.98
synonym,linguistic,4,2,cass,0.08,0.8614,4,english-french|english-german|english-spanish|choose-middle-of-list,0.2145,4.09
synonym,linguistic,4,2,cass_recon,0.0,0.8614,4,english-french|english-german|english-spanish|choose-middle-of-list,0.2145,4.09
synonym,linguistic,4,2,zvec,0.02,0.8614,4,english-french|english-german|english-spanish|choose-middle-of-list,0.2145,4.09
synonym,linguistic,4,3,cass,0.06,0.8946,5,english-french|english-german|english-spanish|alphabetically-first|choose-middle-of-list,0.2214,3.48
synonym,linguistic,4,4,cass,0.16,0.7843,4,antonym|english-french|english-german|animal-from-list,0.1917,4.16
present-past,linguistic,0,0,oracle,0.16,0,1,present-past,0,5.811390095841493
present-past,linguistic,0,0,naive,0.02,1,31,all,0,0
present-past,linguistic,4,0,cass,0.08,0.742,4,singular-plural|capitalize|english-spanish|alphabetically-last,0.239,5.7
present-past,linguistic,4,0,cass_recon,0.04,0.742,4,singular-plural|capitalize|english-spanish|alphabetically-last,0.239,5.7
present-past,linguistic,4,0,zvec,0.02,0.742,4,singular-plural|capitalize|english-spanish|alphabetically-last,0.239,5.7
present-past,linguistic,4,1,cass,0.18,0.6925,5,antonym|singular-plural|capitalize|english-german|english-spanish,0.1537,5.65
present-past,linguistic,4,1,cass_recon,0.1,0.6925,5,antonym|singular-plural|capitalize|english-german|english-spanish,0.1537,5.65
present-past,linguistic,4,1,zvec,0.02,0.6925,5,antonym|singular-plural|capitalize|english-german|english-spanish,0.1537,5.65
present-past,linguistic,4,2,cass,0.12,0.7093,4,singular-plural|capitalize|english-french|english-spanish,0.232,5.63
present-past,linguistic,4,2,cass_recon,0.06,0.7093,4,singular-plural|capitalize|english-french|english-spanish,0.232,5.63
present-past,linguistic,4,2,zvec,0.02,0.7093,4,singular-plural|capitalize|english-french|english-spanish,0.232,5.63
present-past,linguistic,4,3,cass,0.12,0.7137,4,singular-plural|capitalize|english-french|english-spanish,0.2225,5.45
present-past,linguistic,4,4,cass,0.16,0.7666,4,singular-plural|capitalize|english-french|english-spanish,0.2598,5.35
singular-plural,linguistic,0,0,oracle,0.28,0,1,singular-plural,0,5.027396676069989
singular-plural,linguistic,0,0,naive,0.02,1,31,all,0,0
singular-plural,linguistic,4,0,cass,0.18,0.671,4,present-past|capitalize|english-french|english-german,0.1666,5.66
singular-plural,linguistic,4,0,cass_recon,0.06,0.671,4,present-past|capitalize|english-french|english-german,0.1666,5.66
singular-plural,linguistic,4,0,zvec,0.02,0.671,4,present-past|capitalize|english-french|english-german,0.1666,5.66
singular-plural,linguistic,4,1,cass,0.04,0.682,4,present-past|capitalize|english-french|english-german,0.151,5.25
singular-plural,linguistic,4,1,cass_recon,0.04,0.682,4,present-past|capitalize|english-french|english-german,0.151,5.25
singular-plural,linguistic,4,1,zvec,0.02,0.682,4,present-past|capitalize|english-french|english-german,0.151,5.25
singular-plural,linguistic,4,2,cass,0.18,0.6841,4,present-past|capitalize|english-french|prev-item,0.1619,5.58
singular-plural,linguistic,4,2,cass_recon,0.04,0.6841,4,present-past|capitalize|english-french|prev-item,0.1619,5.58
singular-plural,linguistic,4,2,zvec,0.02,0.6841,4,present-past|capitalize|english-french|prev-item,0.1619,5.58
singular-plural,linguistic,4,3,cass,0.14,0.6807,5,present-past|capitalize|english-french|english-german|prev-item,0.1573,5.55
singular-plural,linguistic,4,4,cass,0.16,0.7262,5,present-past|capitalize|english-french|english-german|prev-item,0.1405,5.2
capitalize,linguistic,0,0,oracle,0.98,0,1,capitalize,0,4.4391971496982725
capitalize,linguistic,0,0,naive,0.74,1,31,all,0,0
capitalize,linguistic,4,0,cass,0.9,0.6735,5,present-past|singular-plural|lowercase-first-letter|prev-item|verb-from-list,0.1241,5.04
capitalize,linguistic,4,0,cass_recon,0.92,0.6735,5,present-past|singular-plural|lowercase-first-letter|prev-item|verb-from-list,0.1241,5.04
capitalize,linguistic,4,0,zvec,0.86,0.6735,5,present-past|singular-plural|lowercase-first-letter|prev-item|verb-from-list,0.1241,5.04
capitalize,linguistic,4,1,cass,0.94,0.6979,4,present-past|singular-plural|lowercase-first-letter|verb-from-list,0.1483,5.1
capitalize,linguistic,4,1,cass_recon,0.96,0.6979,4,present-past|singular-plural|lowercase-first-letter|verb-from-list,0.1483,5.1
capitalize,linguistic,4,1,zvec,0.92,0.6979,4,present-past|singular-plural|lowercase-first-letter|verb-from-list,0.1483,5.1
capitalize,linguistic,4,2,cass,0.96,0.7027,5,present-past|singular-plural|lowercase-first-letter|english-french|verb-from-list,0.1362,4.69
capitalize,linguistic,4,2,cass_recon,0.96,0.7027,5,present-past|singular-plural|lowercase-first-letter|english-french|verb-from-list,0.1362,4.69
capitalize,linguistic,4,2,zvec,0.92,0.7027,5,present-past|singular-plural|lowercase-first-letter|english-french|verb-from-list,0.1362,4.69
capitalize,linguistic,4,3,cass,0.96,0.7157,4,present-past|singular-plural|lowercase-first-letter|verb-from-list,0.1352,4.71
capitalize,linguistic,4,4,cass,0.86,0.7665,5,present-past|singular-plural|prev-item|choose-first-of-list|verb-from-list,0.1649,4.9
capitalize-first-letter,linguistic,0,0,oracle,0.02,0,1,capitalize-first-letter,0,3.7475280172571632
capitalize-first-letter,linguistic,0,0,naive,0.02,1,31,all,0,0
capitalize-first-letter,linguistic,4,0,cass,0.02,0.5862,4,present-past|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.1088,4.1
capitalize-first-letter,linguistic,4,0,cass_recon,0.02,0.5862,4,present-past|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.1088,4.1
capitalize-first-letter,linguistic,4,0,zvec,0.02,0.5862,4,present-past|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.1088,4.1
capitalize-first-letter,linguistic,4,1,cass,0.02,0.492,5,present-past|singular-plural|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.0367,2.45
capitalize-first-letter,linguistic,4,1,cass_recon,0.02,0.492,5,present-past|singular-plural|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.0367,2.45
capitalize-first-letter,linguistic,4,1,zvec,0.02,0.492,5,present-past|singular-plural|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.0367,2.45
capitalize-first-letter,linguistic,4,2,cass,0.02,0.5697,4,singular-plural|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.0946,3.54
capitalize-first-letter,linguistic,4,2,cass_recon,0.02,0.5697,4,singular-plural|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.0946,3.54
capitalize-first-letter,linguistic,4,2,zvec,0.02,0.5697,4,singular-plural|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.0946,3.54
capitalize-first-letter,linguistic,4,3,cass,0.02,0.5225,5,capitalize-last-letter|lowercase-first-letter|next-item|prev-item|next-capital-letter,0.0438,2.43
capitalize-first-letter,linguistic,4,4,cass,0.02,0.5586,3,capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.0794,2.96
capitalize-last-letter,linguistic,0,0,oracle,0.0,0,1,capitalize-last-letter,0,0.8031726393848652
capitalize-last-letter,linguistic,0,0,naive,0.0,1,31,all,0,0
capitalize-last-letter,linguistic,4,0,cass,0.0,0.7018,5,capitalize-first-letter|lowercase-first-letter|prev-item|next-capital-letter|word-length,0.025,1.1
capitalize-last-letter,linguistic,4,0,cass_recon,0.0,0.7018,5,capitalize-first-letter|lowercase-first-letter|prev-item|next-capital-letter|word-length,0.025,1.1
capitalize-last-letter,linguistic,4,0,zvec,0.0,0.7018,5,capitalize-first-letter|lowercase-first-letter|prev-item|next-capital-letter|word-length,0.025,1.1
capitalize-last-letter,linguistic,4,1,cass,0.0,0.907,5,capitalize-first-letter|lowercase-first-letter|next-item|next-capital-letter|color-from-list,0.0278,0.66
capitalize-last-letter,linguistic,4,1,cass_recon,0.0,0.907,5,capitalize-first-letter|lowercase-first-letter|next-item|next-capital-letter|color-from-list,0.0278,0.66
capitalize-last-letter,linguistic,4,1,zvec,0.0,0.907,5,capitalize-first-letter|lowercase-first-letter|next-item|next-capital-letter|color-from-list,0.0278,0.66
capitalize-last-letter,linguistic,4,2,cass,0.0,0.7582,3,capitalize-first-letter|next-capital-letter|color-from-list,0.0315,0.94
capitalize-last-letter,linguistic,4,2,cass_recon,0.0,0.7582,3,capitalize-first-letter|next-capital-letter|color-from-list,0.0315,0.94
capitalize-last-letter,linguistic,4,2,zvec,0.0,0.7582,3,capitalize-first-letter|next-capital-letter|color-from-list,0.0315,0.94
capitalize-last-letter,linguistic,4,3,cass,0.0,0.7755,5,antonym|synonym|capitalize-first-letter|lowercase-first-letter|next-capital-letter,0.0315,1.02
capitalize-last-letter,linguistic,4,4,cass,0.0,0.6061,5,synonym|capitalize-first-letter|lowercase-first-letter|english-spanish|next-capital-letter,0.0851,2.65
lowercase-first-letter,linguistic,0,0,oracle,0.0,0,1,lowercase-first-letter,0,3.322440580653224
lowercase-first-letter,linguistic,0,0,naive,0.0,1,31,all,0,0
lowercase-first-letter,linguistic,4,0,cass,0.0,0.5461,3,capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.0668,3.59
lowercase-first-letter,linguistic,4,0,cass_recon,0.0,0.5461,3,capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.0668,3.59
lowercase-first-letter,linguistic,4,0,zvec,0.0,0.5461,3,capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.0668,3.59
lowercase-first-letter,linguistic,4,1,cass,0.0,0.5986,4,capitalize-first-letter|capitalize-last-letter|next-capital-letter|choose-last-of-list,0.0939,3.44
lowercase-first-letter,linguistic,4,1,cass_recon,0.0,0.5986,4,capitalize-first-letter|capitalize-last-letter|next-capital-letter|choose-last-of-list,0.0939,3.44
lowercase-first-letter,linguistic,4,1,zvec,0.0,0.5986,4,capitalize-first-letter|capitalize-last-letter|next-capital-letter|choose-last-of-list,0.0939,3.44
lowercase-first-letter,linguistic,4,2,cass,0.0,0.5304,4,synonym|capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.0558,2.99
lowercase-first-letter,linguistic,4,2,cass_recon,0.0,0.5304,4,synonym|capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.0558,2.99
lowercase-first-letter,linguistic,4,2,zvec,0.0,0.5304,4,synonym|capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.0558,2.99
lowercase-first-letter,linguistic,4,3,cass,0.0,0.5361,4,capitalize-first-letter|capitalize-last-letter|prev-item|next-capital-letter,0.0662,3.54
lowercase-first-letter,linguistic,4,4,cass,0.0,0.5665,3,capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.0716,3.17
english-french,translation,0,0,oracle,0.54,0,1,english-french,0,4.896526734421547
english-french,translation,0,0,naive,0.0,1,31,all,0,0
english-french,translation,4,0,cass,0.0,0.6712,2,english-german|english-spanish,0.2145,4.34
english-french,translation,4,0,cass_recon,0.0,0.6712,2,english-german|english-spanish,0.2145,4.34
english-french,translation,4,0,zvec,0.0,0.6712,2,english-german|english-spanish,0.2145,4.34
english-french,translation,4,1,cass,0.04,0.5236,2,english-german|english-spanish,0.1177,5.05
english-french,translation,4,1,cass_recon,0.0,0.5236,2,english-german|english-spanish,0.1177,5.05
english-french,translation,4,1,zvec,0.0,0.5236,2,english-german|english-spanish,0.1177,5.05
english-french,translation,4,2,cass,0.02,0.652,5,present-past|capitalize|english-german|english-spanish|alphabetically-first,0.2019,5.09
english-french,translation,4,2,cass_recon,0.0,0.652,5,present-past|capitalize|english-german|english-spanish|alphabetically-first,0.2019,5.09
english-french,translation,4,2,zvec,0.0,0.652,5,present-past|capitalize|english-german|english-spanish|alphabetically-first,0.2019,5.09
english-french,translation,4,3,cass,0.02,0.5945,5,singular-plural|english-german|english-spanish|alphabetically-last|choose-middle-of-list,0.1396,5.16
english-french,translation,4,4,cass,0.0,0.5671,5,present-past|singular-plural|capitalize|english-german|english-spanish,0.1189,5.47
english-german,translation,0,0,oracle,0.38,0,1,english-german,0,4.729609956047978
english-german,translation,0,0,naive,0.0,1,31,all,0,0
english-german,translation,4,0,cass,0.4,0.56,5,synonym|capitalize-first-letter|english-french|english-spanish|next-item,0.1188,5.35
english-german,translation,4,0,cass_recon,0.02,0.56,5,synonym|capitalize-first-letter|english-french|english-spanish|next-item,0.1188,5.35
english-german,translation,4,0,zvec,0.0,0.56,5,synonym|capitalize-first-letter|english-french|english-spanish|next-item,0.1188,5.35
english-german,translation,4,1,cass,0.2,0.6546,4,capitalize|capitalize-first-letter|english-french|english-spanish,0.109,4.33
english-german,translation,4,1,cass_recon,0.02,0.6546,4,capitalize|capitalize-first-letter|english-french|english-spanish,0.109,4.33
english-german,translation,4,1,zvec,0.0,0.6546,4,capitalize|capitalize-first-letter|english-french|english-spanish,0.109,4.33
english-german,translation,4,2,cass,0.04,0.5892,5,synonym|capitalize|english-french|english-spanish|alphabetically-last,0.1476,5.45
english-german,translation,4,2,cass_recon,0.02,0.5892,5,synonym|capitalize|english-french|english-spanish|alphabetically-last,0.1476,5.45
english-german,translation,4,2,zvec,0.0,0.5892,5,synonym|capitalize|english-french|english-spanish|alphabetically-last,0.1476,5.45
english-german,translation,4,3,cass,0.06,0.5797,4,synonym|english-french|english-spanish|alphabetically-last,0.1239,4.66
english-german,translation,4,4,cass,0.02,0.5372,5,product-company|synonym|english-french|english-spanish|alphabetically-last,0.1269,5.62
english-spanish,translation,0,0,oracle,0.64,0,1,english-spanish,0,4.852156903706396
