compound,seed,acc_zs,acc_icl,acc_cass,acc_retrieval,retrieved,acc_naive,support,support_precision,support_recall,eps
english-french+capitalize,1,0.0,0.84,0.16,0.0,english-french,0.0,english-french|english-german|english-spanish|alphabetically-first|choose-first-of-list,0.2,0.5,0.6412
english-french+capitalize,2,0.0,0.84,0.06,0.0,english-french,0.0,capitalize|english-french|english-german|english-spanish,0.5,1.0,0.6586
english-french+capitalize,3,0.0,0.84,0.16,0.0,english-french,0.0,english-french|english-german|english-spanish|choose-middle-of-list,0.25,0.5,0.6389
english-french+capitalize,4,0.0,0.84,0.04,0.0,english-french,0.0,capitalize|english-french|english-german|english-spanish|choose-first-of-list,0.4,1.0,0.6013
next-item+capitalize,0,0.0,0.7058823529411765,0.058823529411764705,0.20588235294117646,next-item,0.38235294117647056,capitalize|lowercase-first-letter|next-item|prev-item,0.5,1.0,0.6723
next-item+capitalize,1,0.0,0.7058823529411765,0.11764705882352941,0.20588235294117646,next-item,0.38235294117647056,next-item|prev-item|next-capital-letter,0.333,0.5,0.6846
next-item+capitalize,2,0.0,0.7058823529411765,0.23529411764705882,0.20588235294117646,next-item,0.38235294117647056,next-item|prev-item,0.5,0.5,0.6633
next-item+capitalize,3,0.0,0.7058823529411765,0.17647058823529413,0.20588235294117646,next-item,0.38235294117647056,next-item|prev-item,0.5,0.5,0.6656
next-item+capitalize,4,0.0,0.7058823529411765,0.058823529411764705,0.20588235294117646,next-item,0.38235294117647056,capitalize-last-letter|next-item|prev-item|next-capital-letter,0.25,0.5,0.7492
antonym+capitalize-first-letter,0,0.0,0.08,0.0,0.0,next-capital-letter,0.0,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length,0.2,0.5,0.7111
antonym+capitalize-first-letter,1,0.0,0.08,0.0,0.0,capitalize-last-letter,0.0,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.25,0.5,0.7038
antonym+capitalize-first-letter,2,0.0,0.08,0.0,0.0,capitalize-last-letter,0.0,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.25,0.5,0.6353
antonym+capitalize-first-letter,3,0.0,0.08,0.0,0.0,next-capital-letter,0.0,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|prev-item|next-capital-letter,0.2,0.5,0.6663
antonym+capitalize-first-letter,4,0.0,0.08,0.0,0.0,next-capital-letter,0.0,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length,0.2,0.5,0.8683
present-past+capitalize-first-letter,0,0.0,1.0,0.0,0.1,capitalize-first-letter,0.0,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length,0.2,0.5,0.5335
present-past+capitalize-first-letter,1,0.0,1.0,0.0,0.1,capitalize-first-letter,0.0,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|prev-item|next-capital-letter,0.2,0.5,0.5575
present-past+capitalize-first-letter,2,0.0,1.0,0.0,0.1,capitalize-first-letter,0.0,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter,0.333,0.5,0.5464
present-past+capitalize-first-letter,3,0.0,1.0,0.0,0.1,capitalize-first-letter,0.0,capitalize|capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|alphabetically-first,0.2,0.5,0.5657
present-past+capitalize-first-letter,4,0.0,1.0,0.04,0.1,capitalize-first-letter,0.0,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.25,0.5,0.5431
country-capital+word-length,0,0.0,0.1,0.0,0.0,prev-item,0.0,prev-item|next-capital-letter|word-length,0.333,0.5,0.843
country-capital+word-length,1,0.0,0.1,0.0,0.0,next-item,0.0,capitalize-first-letter|prev-item|word-length,0.333,0.5,0.9512
country-capital+word-length,2,0.0,0.1,0.0,0.0,word-length,0.0,park-country|lowercase-first-letter|prev-item|next-capital-letter|word-length,0.2,0.5,0.8535
country-capital+word-length,3,0.0,0.1,0.0,0.0,word-length,0.0,next-item|next-capital-letter|word-length,0.333,0.5,0.846
country-capital+word-length,4,0.0,0.1,0.0,0.0,word-length,0.0,lowercase-first-letter|next-item|word-length,0.333,0.5,0.8398
country-capital+lowercase-first-letter,0,0.0,0.16,0.0,0.0,capitalize-last-letter,0.0,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|prev-item|next-capital-letter,0.2,0.5,0.6965
country-capital+lowercase-first-letter,1,0.0,0.16,0.0,0.0,lowercase-first-letter,0.0,capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length,0.25,0.5,0.9013
country-capital+lowercase-first-letter,2,0.0,0.16,0.0,0.0,capitalize-last-letter,0.0,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length,0.2,0.5,0.6908
country-capital+lowercase-first-letter,3,0.0,0.16,0.0,0.0,capitalize-last-letter,0.0,capitalize-first-letter|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.25,0.5,0.8389
country-capital+lowercase-first-letter,4,0.0,0.16,0.0,0.0,lowercase-first-letter,0.0,capitalize-last-letter|lowercase-first-letter|prev-item|next-capital-letter|word-length,0.2,0.5,0.9514
