task,family,k,seed,mode,acc,eps,support_size,support,lam,delta_norm
person-occupation,knowledge,4,2,cass,0.0,0.7667,5,landmark-country|park-country|person-sport|person-instrument|product-company,0.2474,6.69
person-occupation,knowledge,4,2,cass_recon,0.0,0.7667,5,landmark-country|park-country|person-sport|person-instrument|product-company,0.2474,6.69
person-occupation,knowledge,4,2,zvec,0.0,0.7667,5,landmark-country|park-country|person-sport|person-instrument|product-company,0.2474,6.69
person-occupation,knowledge,4,3,cass,0.0,0.9116,4,landmark-country|person-sport|person-instrument|capitalize-last-letter,0.0799,2.06
person-occupation,knowledge,4,4,cass,0.0,0.82,5,landmark-country|park-country|person-sport|person-instrument|product-company,0.1512,4.44
person-sport,knowledge,0,0,oracle,0.0,0,1,person-sport,0,9.582143375949824
person-sport,knowledge,0,0,naive,0.0,1,31,all,0,0
person-sport,knowledge,4,0,cass,0.0,0.7242,5,landmark-country|park-country|person-occupation|person-instrument|product-company,0.2699,8.34
person-sport,knowledge,4,0,cass_recon,0.0,0.7242,5,landmark-country|park-country|person-occupation|person-instrument|product-company,0.2699,8.34
person-sport,knowledge,4,0,zvec,0.0,0.7242,5,landmark-country|park-country|person-occupation|person-instrument|product-company,0.2699,8.34
person-sport,knowledge,4,1,cass,0.0,0.6071,5,landmark-country|park-country|person-occupation|person-instrument|product-company,0.2778,11.16
person-sport,knowledge,4,1,cass_recon,0.0,0.6071,5,landmark-country|park-country|person-occupation|person-instrument|product-company,0.2778,11.16
person-sport,knowledge,4,1,zvec,0.0,0.6071,5,landmark-country|park-country|person-occupation|person-instrument|product-company,0.2778,11.16
person-sport,knowledge,4,2,cass,0.0,0.7863,5,landmark-country|park-country|person-occupation|person-instrument|product-company,0.1228,3.67
person-sport,knowledge,4,2,cass_recon,0.0,0.7863,5,landmark-country|park-country|person-occupation|person-instrument|product-company,0.1228,3.67
person-sport,knowledge,4,2,zvec,0.0,0.7863,5,landmark-country|park-country|person-occupation|person-instrument|product-company,0.1228,3.67
person-sport,knowledge,4,3,cass,0.0,0.7078,4,landmark-country|person-occupation|person-instrument|product-company,0.1705,6.43
person-sport,knowledge,4,4,cass,0.0,0.7275,5,landmark-country|park-country|person-occupation|person-instrument|product-company,0.1496,5.93
person-instrument,knowledge,0,0,oracle,0.0,0,1,person-instrument,0,2.8933513221682743
person-instrument,knowledge,0,0,naive,0.0,1,31,all,0,0
person-instrument,knowledge,4,0,cass,0.0,0.9836,3,person-occupation|person-sport|next-capital-letter,0.0828,1.99
person-instrument,knowledge,4,0,cass_recon,0.0,0.9836,3,person-occupation|person-sport|next-capital-letter,0.0828,1.99
person-instrument,knowledge,4,0,zvec,0.0,0.9836,3,person-occupation|person-sport|next-capital-letter,0.0828,1.99
person-instrument,knowledge,4,1,cass,0.0,0.8996,2,person-occupation|person-sport,0.1036,2.31
person-instrument,knowledge,4,1,cass_recon,0.0,0.8996,2,person-occupation|person-sport,0.1036,2.31
person-instrument,knowledge,4,1,zvec,0.0,0.8996,2,person-occupation|person-sport,0.1036,2.31
person-instrument,knowledge,4,2,cass,0.0,0.9083,5,person-occupation|person-sport|capitalize-first-letter|next-capital-letter|word-length,0.0751,1.89
person-instrument,knowledge,4,2,cass_recon,0.0,0.9083,5,person-occupation|person-sport|capitalize-first-letter|next-capital-letter|word-length,0.0751,1.89
person-instrument,knowledge,4,2,zvec,0.0,0.9083,5,person-occupation|person-sport|capitalize-first-letter|next-capital-letter|word-length,0.0751,1.89
person-instrument,knowledge,4,3,cass,0.0,0.9816,2,person-occupation|next-capital-letter,0.0601,1.38
person-instrument,knowledge,4,4,cass,0.0,0.9309,5,person-occupation|person-sport|capitalize-first-letter|next-capital-letter|word-length,0.084,1.75
product-company,knowledge,0,0,oracle,0.08,0,1,product-company,0,13.839964282781137
product-company,knowledge,0,0,naive,0.0,1,31,all,0,0
product-company,knowledge,4,0,cass,0.02,0.6449,5,landmark-country|park-country|person-occupation|person-sport|singular-plural,0.2828,11.33
product-company,knowledge,4,0,cass_recon,0.04,0.6449,5,landmark-country|park-country|person-occupation|person-sport|singular-plural,0.2828,11.33
product-company,knowledge,4,0,zvec,0.0,0.6449,5,landmark-country|park-country|person-occupation|person-sport|singular-plural,0.2828,11.33
product-company,knowledge,4,1,cass,0.14,0.7051,4,landmark-country|park-country|person-occupation|synonym,0.6591,18.44
product-company,knowledge,4,1,cass_recon,0.1,0.7051,4,landmark-country|park-country|person-occupation|synonym,0.6591,18.44
product-company,knowledge,4,1,zvec,0.0,0.7051,4,landmark-country|park-country|person-occupation|synonym,0.6591,18.44
product-company,knowledge,4,2,cass,0.02,0.6844,4,landmark-country|park-country|person-occupation|singular-plural,0.3232,10.94
product-company,knowledge,4,2,cass_recon,0.04,0.6844,4,landmark-country|park-country|person-occupation|singular-plural,0.3232,10.94
product-company,knowledge,4,2,zvec,0.0,0.6844,4,landmark-country|park-country|person-occupation|singular-plural,0.3232,10.94
product-company,knowledge,4,3,cass,0.04,0.6758,5,landmark-country|park-country|person-occupation|person-sport|singular-plural,0.4615,15.44
product-company,knowledge,4,4,cass,0.08,0.6845,5,landmark-country|park-country|person-occupation|person-sport|english-german,0.2656,9.24
antonym,linguistic,0,0,oracle,0.44,0,1,antonym,0,19.905928860678866
antonym,linguistic,0,0,naive,0.04,1,31,all,0,0
antonym,linguistic,4,0,cass,0.26,0.7934,5,product-company|synonym|singular-plural|next-item|prev-item,0.6244,18.91
antonym,linguistic,4,0,cass_recon,0.14,0.7934,5,product-company|synonym|singular-plural|next-item|prev-item,0.6244,18.91
antonym,linguistic,4,0,zvec,0.24,0.7934,5,product-company|synonym|singular-plural|next-item|prev-item,0.6244,18.91
antonym,linguistic,4,1,cass,0.12,0.8311,5,product-company|synonym|singular-plural|next-item|prev-item,0.4245,14.38
antonym,linguistic,4,1,cass_recon,0.14,0.8311,5,product-company|synonym|singular-plural|next-item|prev-item,0.4245,14.38
antonym,linguistic,4,1,zvec,0.1,0.8311,5,product-company|synonym|singular-plural|next-item|prev-item,0.4245,14.38
antonym,linguistic,4,2,cass,0.2,0.7665,5,product-company|synonym|singular-plural|next-item|prev-item,0.5923,20.5
antonym,linguistic,4,2,cass_recon,0.14,0.7665,5,product-company|synonym|singular-plural|next-item|prev-item,0.5923,20.5
antonym,linguistic,4,2,zvec,0.22,0.7665,5,product-company|synonym|singular-plural|next-item|prev-item,0.5923,20.5
antonym,linguistic,4,3,cass,0.2,0.7815,5,product-company|synonym|singular-plural|next-item|prev-item,0.5451,19.07
antonym,linguistic,4,4,cass,0.4,0.864,4,synonym|singular-plural|next-item|prev-item,0.6029,16.78
synonym,linguistic,0,0,oracle,0.24,0,1,synonym,0,19.318121371317897
synonym,linguistic,0,0,naive,0.0,1,31,all,0,0
synonym,linguistic,4,0,cass,0.0,0.9558,3,antonym|english-french|english-spanish,0.9235,15.54
synonym,linguistic,4,0,cass_recon,0.0,0.9558,3,antonym|english-french|english-spanish,0.9235,15.54
synonym,linguistic,4,0,zvec,0.02,0.9558,3,antonym|english-french|english-spanish,0.9235,15.54
synonym,linguistic,4,1,cass,0.06,0.8543,4,antonym|english-french|english-german|english-spanish,0.8846,16.57
synonym,linguistic,4,1,cass_recon,0.04,0.8543,4,antonym|english-french|english-german|english-spanish,0.8846,16.57
synonym,linguistic,4,1,zvec,0.1,0.8543,4,antonym|english-french|english-german|english-spanish,0.8846,16.57
synonym,linguistic,4,2,cass,0.0,0.9532,3,english-french|english-german|english-spanish,1.1178,16.6
synonym,linguistic,4,2,cass_recon,0.0,0.9532,3,english-french|english-german|english-spanish,1.1178,16.6
synonym,linguistic,4,2,zvec,0.04,0.9532,3,english-french|english-german|english-spanish,1.1178,16.6
synonym,linguistic,4,3,cass,0.04,0.9209,4,antonym|english-french|english-german|english-spanish,0.7024,13.49
synonym,linguistic,4,4,cass,0.04,0.8988,3,antonym|english-german|english-spanish,0.9931,16.06
present-past,linguistic,0,0,oracle,0.02,0,1,present-past,0,19.60728365513209
present-past,linguistic,0,0,naive,0.02,1,31,all,0,0
present-past,linguistic,4,0,cass,0.02,0.8256,5,antonym|singular-plural|capitalize|english-french|english-spanish,0.9042,20.6
present-past,linguistic,4,0,cass_recon,0.02,0.8256,5,antonym|singular-plural|capitalize|english-french|english-spanish,0.9042,20.6
present-past,linguistic,4,0,zvec,0.02,0.8256,5,antonym|singular-plural|capitalize|english-french|english-spanish,0.9042,20.6
present-past,linguistic,4,1,cass,0.02,0.8336,4,antonym|singular-plural|capitalize|english-spanish,0.9542,21.53
present-past,linguistic,4,1,cass_recon,0.02,0.8336,4,antonym|singular-plural|capitalize|english-spanish,0.9542,21.53
present-past,linguistic,4,1,zvec,0.02,0.8336,4,antonym|singular-plural|capitalize|english-spanish,0.9542,21.53
present-past,linguistic,4,2,cass,0.02,0.8241,3,singular-plural|capitalize|english-spanish,0.8335,19.14
present-past,linguistic,4,2,cass_recon,0.02,0.8241,3,singular-plural|capitalize|english-spanish,0.8335,19.14
present-past,linguistic,4,2,zvec,0.02,0.8241,3,singular-plural|capitalize|english-spanish,0.8335,19.14
present-past,linguistic,4,3,cass,0.02,0.7813,4,antonym|singular-plural|capitalize|english-spanish,0.6994,19.02
present-past,linguistic,4,4,cass,0.02,0.8633,5,antonym|singular-plural|capitalize|english-german|english-spanish,0.8313,17.61
singular-plural,linguistic,0,0,oracle,0.04,0,1,singular-plural,0,19.92290024732673
singular-plural,linguistic,0,0,naive,0.04,1,31,all,0,0
singular-plural,linguistic,4,0,cass,0.04,0.7315,3,present-past|capitalize|prev-item,0.6876,22.1
singular-plural,linguistic,4,0,cass_recon,0.04,0.7315,3,present-past|capitalize|prev-item,0.6876,22.1
singular-plural,linguistic,4,0,zvec,0.04,0.7315,3,present-past|capitalize|prev-item,0.6876,22.1
singular-plural,linguistic,4,1,cass,0.04,0.7321,5,present-past|capitalize|english-french|english-spanish|animal-from-list,0.678,22.17
singular-plural,linguistic,4,1,cass_recon,0.04,0.7321,5,present-past|capitalize|english-french|english-spanish|animal-from-list,0.678,22.17
singular-plural,linguistic,4,1,zvec,0.04,0.7321,5,present-past|capitalize|english-french|english-spanish|animal-from-list,0.678,22.17
singular-plural,linguistic,4,2,cass,0.04,0.6984,4,antonym|present-past|capitalize|prev-item,0.5819,22.25
singular-plural,linguistic,4,2,cass_recon,0.04,0.6984,4,antonym|present-past|capitalize|prev-item,0.5819,22.25
singular-plural,linguistic,4,2,zvec,0.04,0.6984,4,antonym|present-past|capitalize|prev-item,0.5819,22.25
singular-plural,linguistic,4,3,cass,0.04,0.72,3,antonym|present-past|capitalize,0.7256,22.36
singular-plural,linguistic,4,4,cass,0.04,0.7879,5,antonym|present-past|capitalize|english-french|english-spanish,0.9943,22.33
capitalize,linguistic,0,0,oracle,0.44,0,1,capitalize,0,22.47787806038674
capitalize,linguistic,0,0,naive,0.56,1,31,all,0,0
capitalize,linguistic,4,0,cass,0.86,0.7957,5,present-past|singular-plural|capitalize-first-letter|english-spanish|prev-item,0.9563,25.42
capitalize,linguistic,4,0,cass_recon,0.82,0.7957,5,present-past|singular-plural|capitalize-first-letter|english-spanish|prev-item,0.9563,25.42
capitalize,linguistic,4,0,zvec,0.72,0.7957,5,present-past|singular-plural|capitalize-first-letter|english-spanish|prev-item,0.9563,25.42
capitalize,linguistic,4,1,cass,0.78,0.7852,5,present-past|singular-plural|capitalize-first-letter|english-spanish|prev-item,0.8779,23.07
capitalize,linguistic,4,1,cass_recon,0.82,0.7852,5,present-past|singular-plural|capitalize-first-letter|english-spanish|prev-item,0.8779,23.07
capitalize,linguistic,4,1,zvec,0.66,0.7852,5,present-past|singular-plural|capitalize-first-letter|english-spanish|prev-item,0.8779,23.07
capitalize,linguistic,4,2,cass,0.72,0.803,5,present-past|singular-plural|capitalize-first-letter|prev-item|choose-first-of-list,0.8769,23.1
capitalize,linguistic,4,2,cass_recon,0.78,0.803,5,present-past|singular-plural|capitalize-first-letter|prev-item|choose-first-of-list,0.8769,23.1
capitalize,linguistic,4,2,zvec,0.64,0.803,5,present-past|singular-plural|capitalize-first-letter|prev-item|choose-first-of-list,0.8769,23.1
capitalize,linguistic,4,3,cass,0.88,0.8415,4,present-past|singular-plural|capitalize-first-letter|english-spanish,0.9715,22.32
capitalize,linguistic,4,4,cass,0.82,0.8758,3,present-past|singular-plural|english-spanish,1.198,22.81
capitalize-first-letter,linguistic,0,0,oracle,0.04,0,1,capitalize-first-letter,0,12.692640327248787
capitalize-first-letter,linguistic,0,0,naive,0.0,1,31,all,0,0
capitalize-first-letter,linguistic,4,0,cass,0.02,0.7034,4,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.3497,12.6
capitalize-first-letter,linguistic,4,0,cass_recon,0.0,0.7034,4,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.3497,12.6
capitalize-first-letter,linguistic,4,0,zvec,0.02,0.7034,4,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.3497,12.6
capitalize-first-letter,linguistic,4,1,cass,0.02,0.7046,4,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.2424,8.27
capitalize-first-letter,linguistic,4,1,cass_recon,0.0,0.7046,4,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.2424,8.27
capitalize-first-letter,linguistic,4,1,zvec,0.0,0.7046,4,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.2424,8.27
capitalize-first-letter,linguistic,4,2,cass,0.02,0.6746,5,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length,0.3635,12.57
capitalize-first-letter,linguistic,4,2,cass_recon,0.02,0.6746,5,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length,0.3635,12.57
capitalize-first-letter,linguistic,4,2,zvec,0.02,0.6746,5,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length,0.3635,12.57
capitalize-first-letter,linguistic,4,3,cass,0.04,0.6385,5,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter|word-length,0.2231,9.26
capitalize-first-letter,linguistic,4,4,cass,0.0,0.7098,4,capitalize|capitalize-last-letter|lowercase-first-letter|next-capital-letter,0.3366,10.17
capitalize-last-letter,linguistic,0,0,oracle,0.0,0,1,capitalize-last-letter,0,3.1578363002685115
capitalize-last-letter,linguistic,0,0,naive,0.0,1,31,all,0,0
capitalize-last-letter,linguistic,4,0,cass,0.0,0.8728,5,park-country|capitalize-first-letter|lowercase-first-letter|next-capital-letter|word-length,0.1364,3.64
capitalize-last-letter,linguistic,4,0,cass_recon,0.0,0.8728,5,park-country|capitalize-first-letter|lowercase-first-letter|next-capital-letter|word-length,0.1364,3.64
capitalize-last-letter,linguistic,4,0,zvec,0.0,0.8728,5,park-country|capitalize-first-letter|lowercase-first-letter|next-capital-letter|word-length,0.1364,3.64
capitalize-last-letter,linguistic,4,1,cass,0.0,0.8311,5,capitalize-first-letter|lowercase-first-letter|prev-item|next-capital-letter|word-length,0.0903,2.82
capitalize-last-letter,linguistic,4,1,cass_recon,0.0,0.8311,5,capitalize-first-letter|lowercase-first-letter|prev-item|next-capital-letter|word-length,0.0903,2.82
capitalize-last-letter,linguistic,4,1,zvec,0.02,0.8311,5,capitalize-first-letter|lowercase-first-letter|prev-item|next-capital-letter|word-length,0.0903,2.82
capitalize-last-letter,linguistic,4,2,cass,0.0,0.8085,4,capitalize-first-letter|lowercase-first-letter|next-capital-letter|word-length,0.1099,3.21
capitalize-last-letter,linguistic,4,2,cass_recon,0.0,0.8085,4,capitalize-first-letter|lowercase-first-letter|next-capital-letter|word-length,0.1099,3.21
capitalize-last-letter,linguistic,4,2,zvec,0.0,0.8085,4,capitalize-first-letter|lowercase-first-letter|next-capital-letter|word-length,0.1099,3.21
capitalize-last-letter,linguistic,4,3,cass,0.0,0.8787,5,singular-plural|capitalize-first-letter|lowercase-first-letter|next-capital-letter|word-length,0.114,3.32
capitalize-last-letter,linguistic,4,4,cass,0.0,0.7817,3,capitalize-first-letter|prev-item|next-capital-letter,0.1839,4.75
lowercase-first-letter,linguistic,0,0,oracle,0.04,0,1,lowercase-first-letter,0,12.776868312028418
lowercase-first-letter,linguistic,0,0,naive,0.06,1,31,all,0,0
lowercase-first-letter,linguistic,4,0,cass,0.02,0.6755,3,capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.3617,11.97
lowercase-first-letter,linguistic,4,0,cass_recon,0.02,0.6755,3,capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.3617,11.97
lowercase-first-letter,linguistic,4,0,zvec,0.08,0.6755,3,capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.3617,11.97
lowercase-first-letter,linguistic,4,1,cass,0.02,0.7235,5,capitalize-first-letter|capitalize-last-letter|prev-item|choose-first-of-list|color-from-list,0.3565,12.2
lowercase-first-letter,linguistic,4,1,cass_recon,0.02,0.7235,5,capitalize-first-letter|capitalize-last-letter|prev-item|choose-first-of-list|color-from-list,0.3565,12.2
lowercase-first-letter,linguistic,4,1,zvec,0.08,0.7235,5,capitalize-first-letter|capitalize-last-letter|prev-item|choose-first-of-list|color-from-list,0.3565,12.2
lowercase-first-letter,linguistic,4,2,cass,0.02,0.6589,5,capitalize|capitalize-first-letter|capitalize-last-letter|next-capital-letter|word-length,0.2706,11.18
lowercase-first-letter,linguistic,4,2,cass_recon,0.0,0.6589,5,capitalize|capitalize-first-letter|capitalize-last-letter|next-capital-letter|word-length,0.2706,11.18
lowercase-first-letter,linguistic,4,2,zvec,0.1,0.6589,5,capitalize|capitalize-first-letter|capitalize-last-letter|next-capital-letter|word-length,0.2706,11.18
lowercase-first-letter,linguistic,4,3,cass,0.02,0.7074,3,capitalize-first-letter|capitalize-last-letter|next-capital-letter,0.3646,12.57
lowercase-first-letter,linguistic,4,4,cass,0.02,0.7344,5,capitalize-first-letter|capitalize-last-letter|next-capital-letter|word-length|alphabetically-first,0.288,10.1
english-french,translation,0,0,oracle,0.0,0,1,english-french,0,17.09625848275099
english-french,translation,0,0,naive,0.0,1,31,all,0,0
english-french,translation,4,0,cass,0.0,0.7042,4,english-german|english-spanish|alphabetically-last|choose-middle-of-list,0.5306,14.6
english-french,translation,4,0,cass_recon,0.0,0.7042,4,english-german|english-spanish|alphabetically-last|choose-middle-of-list,0.5306,14.6
english-french,translation,4,0,zvec,0.0,0.7042,4,english-german|english-spanish|alphabetically-last|choose-middle-of-list,0.5306,14.6
english-french,translation,4,1,cass,0.0,0.6298,3,english-german|english-spanish|verb-from-list,0.434,16.74
english-french,translation,4,1,cass_recon,0.0,0.6298,3,english-german|english-spanish|verb-from-list,0.434,16.74
english-french,translation,4,1,zvec,0.0,0.6298,3,english-german|english-spanish|verb-from-list,0.434,16.74
english-french,translation,4,2,cass,0.0,0.7082,4,present-past|singular-plural|english-german|english-spanish,0.6313,17.45
english-french,translation,4,2,cass_recon,0.0,0.7082,4,present-past|singular-plural|english-german|english-spanish,0.6313,17.45
english-french,translation,4,2,zvec,0.0,0.7082,4,present-past|singular-plural|english-german|english-spanish,0.6313,17.45
english-french,translation,4,3,cass,0.0,0.6725,5,present-past|singular-plural|english-german|english-spanish|choose-middle-of-list,0.4996,16.36
english-french,translation,4,4,cass,0.0,0.6366,5,present-past|capitalize|english-german|english-spanish|choose-middle-of-list,0.4428,17.04
english-german,translation,0,0,oracle,0.0,0,1,english-german,0,16.53864582174668
english-german,translation,0,0,naive,0.0,1,31,all,0,0
english-german,translation,4,0,cass,0.0,0.6637,4,country-currency|person-occupation|english-french|english-spanish,0.4598,15.24
english-german,translation,4,0,cass_recon,0.0,0.6637,4,country-currency|person-occupation|english-french|english-spanish,0.4598,15.24
english-german,translation,4,0,zvec,0.0,0.6637,4,country-currency|person-occupation|english-french|english-spanish,0.4598,15.24
english-german,translation,4,1,cass,0.0,0.6401,2,english-french|english-spanish,0.5689,17.6
english-german,translation,4,1,cass_recon,0.0,0.6401,2,english-french|english-spanish,0.5689,17.6
english-german,translation,4,1,zvec,0.0,0.6401,2,english-french|english-spanish,0.5689,17.6
english-german,translation,4,2,cass,0.0,0.6863,4,english-french|english-spanish|alphabetically-first|verb-from-list,0.5009,16.71
english-german,translation,4,2,cass_recon,0.0,0.6863,4,english-french|english-spanish|alphabetically-first|verb-from-list,0.5009,16.71
english-german,translation,4,2,zvec,0.0,0.6863,4,english-french|english-spanish|alphabetically-first|verb-from-list,0.5009,16.71
english-german,translation,4,3,cass,0.0,0.5965,5,person-occupation|product-company|synonym|english-french|english-spanish,0.4374,16.49
english-german,translation,4,4,cass,0.0,0.5494,5,person-occupation|product-company|synonym|english-french|english-spanish,0.4084,18.25
english-spanish,translation,0,0,oracle,0.02,0,1,english-spanish,0,17.229879204138427
english-spanish,translation,0,0,naive,0.0,1,31,all,0,0
english-spanish,translation,4,0,cass,0.0,0.6475,4,capitalize|english-french|english-german|verb-from-list,0.6081,19.28
